id	item_group_id	title	description	price	sale_price	image_link	additional_image_link	link	availability	product_type	condition	mpn	brand	color	size	custom_label_3	custom_label_4	sales_count_conversions_10_days	vip_price	inventory_count	release_date	sales_count_conversions_1_day	parent_sku
BT2149208-5210-13700	11923144	"Unicorn Printed Lace Up Duck Boot"	"FabKids Purple female Kids Fashion >> Girls >> Shoes >> Boots regular Boots The classic duckboot just got a modern unicorn update! With a laceup closure and sturdy sole, she'll be running after rainbows. A roomier leg opening allows for socks and jeans in colder weather. Unicorn Printed Lace Up Duck Boot"	$42		https://fabkids-us-cdn.justfab.com/media/images/products/BT2149208-5210/BT2149208-5210_main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/BT2149208-5210/BT2149208-5210_alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/BT2149208-5210/BT2149208-5210_back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/BT2149208-5210/BT2149208-5210_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D11923144&mpid=11923144	"in stock"	"Apparel & Accessories > Shoes > Boots"		BT2149208-5210-13700	FabKids	Purple	07	86	"low performer"	44	$34.95	824	08/10/2021	1	BT2149208-5210
SK2354520-4573-52170	14123896	"Chambray Boat Shoe"	"FabKids Blue male Kids Fashion >> Boys >> Shoes >> Sneakers regular Sneakers Add a little chambray to your kiddo's day with these boat shoes. The simple, slip-on design makes these shoes easy to get on and off. Dress them up or down—they'll look good either way! Chambray Boat Shoe"	$32		https://fabkids-us-cdn.justfab.com/media/images/products/SK2354520-4573/SK2354520-4573_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SK2354520-4573/SK2354520-4573_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2354520-4573/SK2354520-4573_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2354520-4573/SK2354520-4573_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14123896&mpid=14123896	"in stock"	"Kids Fashion > Boys > Shoes > Sneakers"		SK2354520-4573-52170	FabKids	Blue	07	50	"mid performer"	42	$24.95	2112	01/10/2023	6	SK2354520-4573
SK2354483-5933-52130	14124100	"Stego Bones Pieced High Top Sneaker"	"FabKids Cream male Kids Fashion >> Boys >> Shoes >> Sneakers regular Sneakers Put a cool spin on a classic with this stego bones high-top. They're super comfy thanks to the cushy soles. A perfect everyday option. Stego Bones Pieced High Top Sneaker"	$36		https://fabkids-us-cdn.justfab.com/media/images/products/SK2354483-5933/SK2354483-5933_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SK2354483-5933/SK2354483-5933_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2354483-5933/SK2354483-5933_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2354483-5933/SK2354483-5933_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14124100&mpid=14124100	"in stock"	"Apparel & Accessories > Shoes > Sneakers"		SK2354483-5933-52130	FabKids	Cream	13	189	"low performer"	42	$29.95	1551	12/10/2022	2	SK2354483-5933
SK2354471-5913-52170	14123692	"Dino Lace Up Low Top Sneaker"	"FabKids Cream male Kids Fashion >> Boys >> Shoes >> Sneakers regular Sneakers Make their everyday sneaker dino-mite! Featuring a dino print that pairs with anything. Cushioned insole for all-day play. Sizes T5-12 have elastic laces. Dino Lace Up Low Top Sneaker"	$32		https://fabkids-us-cdn.justfab.com/media/images/products/SK2354471-5913/SK2354471-5913_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SK2354471-5913/SK2354471-5913_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2354471-5913/SK2354471-5913_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2354471-5913/SK2354471-5913_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14123692&mpid=14123692	"in stock"	"Apparel & Accessories > Shoes > Sneakers"		SK2354471-5913-52170	FabKids	Cream	07	27	"mid performer"	41	$24.95	1424	12/10/2022	8	SK2354471-5913
BT2150246-0001-13300	12350095	"Mountain Boot"	"FabKids Black male Kids Fashion >> Boys >> Shoes >> Boots regular Boots Get your kiddo ready for the cooler weather with these super-comfy boots. They're perfect for nature walks and jumping in leaves alike. Mountain Boot"	$42		https://fabkids-us-cdn.justfab.com/media/images/products/BT2150246-0001/BT2150246-0001_main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/BT2150246-0001/BT2150246-0001_alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/BT2150246-0001/BT2150246-0001_back_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D12350095&mpid=12350095	"in stock"	"Apparel & Accessories > Shoes > Boots"		BT2150246-0001-13300	FabKids	Black	03	108	"mid performer"	40	$34.95	2862	09/29/2021	3	BT2150246-0001
BT2354487-5790-13500	14125678	"Floral Chelsea Boot"	"FabKids Green female Kids Fashion >> Girls >> Shoes >> Boots regular Boots Make a splash in these floral water-resistant boots. The stretchy elastic on both sides and back loop allow your littles one to get ready in a flash! Floral Chelsea Boot"	$36		https://fabkids-us-cdn.justfab.com/media/images/products/BT2354487-5790/BT2354487-5790_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/BT2354487-5790/BT2354487-5790_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/BT2354487-5790/BT2354487-5790_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/BT2354487-5790/BT2354487-5790_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14125678&mpid=14125678	"in stock"	"Apparel & Accessories > Shoes > Boots"		BT2354487-5790-13500	FabKids	Green	05	48	"mid performer"	40	$29.95	739	12/10/2022	4	BT2354487-5790
DR2354524-5647-50330	14328283	"Marble Fit & Flare Dress"	"FabKids Multi female Kids Fashion >> Girls >> Clothing >> Dresses & Rompers >> Dresses regular You can't beat an everyday classic! This dress is an absolute must-have thanks to the comfy fit and its easy, throw-on-and-go nature. Goes with almost everything. Marble Fit & Flare Dress"	$32		https://fabkids-us-cdn.justfab.com/media/images/products/DR2354524-5647/DR2354524-5647_Main_large.jpg	https://fabkids-us-cdn.justfab.com/media/images/products/DR2354524-5647/DR2354524-5647_Alt_large.jpg	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14328283&mpid=14328283	"in stock"	"Kids Fashion > Girls > Clothing > Dresses & Rompers > Dresses"		DR2354524-5647-50330	FabKids	Multi	3T	16	"top performer"	40	$24.95	999	02/20/2023	5	DR2354524-5647
BM2148523-10603-50330	13026589	"Lucky Icons Legging"	"FabKids Pink female Kids Fashion >> Girls >> Clothing >> Bottoms >> Leggings regular Your kiddo's day is sure to be magical in these super-soft leggings. Complete with shooting stars, unicorns, four leaf clovers, and rainbows there's no better way to greet spring. Lucky Icons Legging"	$18		https://fabkids-us-cdn.justfab.com/media/images/products/BM2148523-10603/BM2148523-10603_Main_large.jpg	https://fabkids-us-cdn.justfab.com/media/images/products/BM2148523-10603/BM2148523-10603_Alt_large.jpg	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D13026589&mpid=13026589	"in stock"	"Kids Fashion > Girls > Clothing > Bottoms > Leggings"		BM2148523-10603-50330	FabKids	Pink	3T	9	"mid performer"	39	$12.95	203	02/28/2023	0	BM2148523-10603
BT2252899-4571-52130	13410148	"Lumber Boot"	"FabKids Brown male Kids Fashion >> Boys >> Shoes >> Boots regular Boots The perfect lumber boot for your little adventurer! This classic boot will keep them comfortable and sure-footed as they explore the great outdoors. Lumber Boot"	$42		https://fabkids-us-cdn.justfab.com/media/images/products/BT2252899-4571/BT2252899-4571_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/BT2252899-4571/BT2252899-4571_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/BT2252899-4571/BT2252899-4571_Back_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D13410148&mpid=13410148	"in stock"	"Apparel & Accessories > Shoes > Boots"		BT2252899-4571-52130	FabKids	Brown	13	109	"low performer"	38	$34.95	563	07/10/2022	5	BT2252899-4571
SK2251826-5754-52170	14123794	"Plaid Slip On Sneaker"	"FabKids Multi male Kids Fashion >> Boys >> Shoes >> Sneakers regular Sneakers This plaid sneaker is the perfect addition to any outfit. Super light and comfy, they're also easy to slip on and off. Plaid Slip On Sneaker"	$30		https://fabkids-us-cdn.justfab.com/media/images/products/SK2251826-5754/SK2251826-5754_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SK2251826-5754/SK2251826-5754_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2251826-5754/SK2251826-5754_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2251826-5754/SK2251826-5754_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14123794&mpid=14123794	"in stock"	"Apparel & Accessories > Shoes > Slip Ons"		SK2251826-5754-52170	FabKids	Multi	07	3	"low performer"	38	$22.95	648	12/10/2022	4	SK2251826-5754
SK2354416-6256-52130	14124151	"Colorblock Chunky Athletic Sneaker"	"FabKids Red male Kids Fashion >> Boys >> Shoes >> Sneakers regular Sneakers They'll be able to wear this sneaker with literally anything. Its sleek design and cushy sole make these shoes super comfy. Perfect for recess, school, playdates, and more! Colorblock Chunky Athletic Sneaker"	$36		https://fabkids-us-cdn.justfab.com/media/images/products/SK2354416-6256/SK2354416-6256_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SK2354416-6256/SK2354416-6256_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2354416-6256/SK2354416-6256_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2354416-6256/SK2354416-6256_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14124151&mpid=14124151	"in stock"	"Apparel & Accessories > Shoes > Sneakers"		SK2354416-6256-52130	FabKids	Red	13	137	"mid performer"	38	$29.95	1111	12/10/2022	2	SK2354416-6256
BM2354472-5917-50330	14327074	"Colorblock Pull On Fleece Short"	"FabKids Blue male Kids Fashion >> Boys >> Clothing >> Bottoms >> Shorts regular These two-tone fleece shorts are so comfy their PJs will miss them. Complete with three pockets and adjustable drawcord. They're perfect for the playground and beyond. Colorblock Pull On Fleece Short"	$30		https://fabkids-us-cdn.justfab.com/media/images/products/BM2354472-5917/BM2354472-5917_Main_large.jpg	https://fabkids-us-cdn.justfab.com/media/images/products/BM2354472-5917/BM2354472-5917_Alt_large.jpg	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14327074&mpid=14327074	"in stock"	"Kids Fashion > Boys > Clothing > Bottoms > Shorts"		BM2354472-5917-50330	FabKids	Blue	3T	184	"top performer"	38	$22.95	4079	01/01/2023	5	BM2354472-5917
SA2354528-5964-64080	14124613	"Camo Active Strap Sandal"	"FabKids Camo male Kids Fashion >> Boys >> Shoes >> Sandals regular Sandals Stay bright on track with this camo t-strap sandal. The super-comfy sole allows your kiddo to go on long adventures. Plus, your kid can get ready in a flash thanks to the easy on-off strap. Runs (a tad) small, size up if on the higher end of dual sizing. Camo Active Strap Sandal"	$32		https://fabkids-us-cdn.justfab.com/media/images/products/SA2354528-5964/SA2354528-5964_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SA2354528-5964/SA2354528-5964_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2354528-5964/SA2354528-5964_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2354528-5964/SA2354528-5964_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14124613&mpid=14124613	"in stock"	"Apparel & Accessories > Shoes > Sandals"		SA2354528-5964-64080	FabKids	Camo	6/7	174	"mid performer"	37	$24.95	2803	01/10/2023	3	SA2354528-5964
SA2147791-3152-52130	11560849	"Camo Cork Sole Buckle Sandal"	"FabKids Green male Kids Fashion >> Boys >> Shoes >> Sandals regular Sandals This adventure-ready sandal has a cool camo print he'll love. Features adjustable buckle straps and comfy cork track sole. Perfect for all-day wear. Camo Cork Sole Buckle Sandal"	$32		https://fabkids-us-cdn.justfab.com/media/images/products/SA2147791-3152/SA2147791-3152_main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SA2147791-3152/SA2147791-3152_alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2147791-3152/SA2147791-3152_back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2147791-3152/SA2147791-3152_side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D11560849&mpid=11560849	"in stock"	"Apparel & Accessories > Shoes > Sandals"		SA2147791-3152-52130	FabKids	Green	13	171	"low performer"	36	$26.95	1229	09/10/2021	9	SA2147791-3152
BT1935002-2010-13600	11922328	"Fur Lined Deer Face Boot"	"FabKids Tan female Kids Fashion >> Girls >> Shoes >> Boots regular Boots Stylish and easy to outfit, these are great go-to boots for school and the playground. Features a super cute 3D deer and lining that's as soft as fur. Ankle height and hidden side zipper for easy on-off. Fur Lined Deer Face Boot"	$42		https://fabkids-us-cdn.justfab.com/media/images/products/BT1935002-2010/BT1935002-2010_main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/BT1935002-2010/BT1935002-2010_alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/BT1935002-2010/BT1935002-2010_back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/BT1935002-2010/BT1935002-2010_side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D11922328&mpid=11922328	"in stock"	"Apparel & Accessories > Shoes > Boots"		BT1935002-2010-13600	FabKids	Tan	06	22	"low performer"	35	$34.95	528	09/29/2021	2	BT1935002-2010
DR2354524-5950-50330	14328310	"Checker Fit & Flare Dress"	"FabKids Purple female Kids Fashion >> Girls >> Clothing >> Dresses & Rompers >> Dresses regular You can't beat an everyday classic! This dress is an absolute must-have thanks to the comfy fit and its easy, throw-on-and-go nature. Goes with almost everything. Checker Fit & Flare Dress"	$32		https://fabkids-us-cdn.justfab.com/media/images/products/DR2354524-5950/DR2354524-5950_Main_large.jpg	https://fabkids-us-cdn.justfab.com/media/images/products/DR2354524-5950/DR2354524-5950_Alt_large.jpg	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14328310&mpid=14328310	"in stock"	"Kids Fashion > Girls > Clothing > Dresses & Rompers > Dresses"		DR2354524-5950-50330	FabKids	Purple	3T	47	"top performer"	35	$24.95	2205	02/28/2023	6	DR2354524-5950
TP2354584-5821-50330	14418010	"Plaid Flutter Sleeve Tank"	"FabKids Multi female Kids Fashion >> Girls >> Clothing >> Tops & Tees >> Tees regular Dress up for spring without any fuss. This tank is the easiest throw-on-and-go top! Perfect for pictures and for playing. Pair with our matching shorts for a complete look. Plaid Flutter Sleeve Tank"	$30		https://fabkids-us-cdn.justfab.com/media/images/products/TP2354584-5821/TP2354584-5821_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/TP2354584-5821/TP2354584-5821_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/TP2354584-5821/TP2354584-5821_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/TP2354584-5821/TP2354584-5821_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14418010&mpid=14418010	"in stock"	"Kids Fashion > Girls > Clothing > Tops & Tees > Tees"		TP2354584-5821-50330	FabKids	Multi	3T	23	"top performer"	34	$22.95	881	02/01/2023	3	TP2354584-5821
SK2148481-4745-52170	11929684	"Light Up Athletic Sneaker"	"FabKids Blue male Kids Fashion >> Boys >> Shoes >> Sneakers regular Sneakers The perfect trainer now with light-up soles. Modern cushioned insole for maximum comfort. And velcro straps make them easy to slip on. Perfect for everyday exploring! Light Up Athletic Sneaker"	$49		https://fabkids-us-cdn.justfab.com/media/images/products/SK2148481-4745/SK2148481-4745_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SK2148481-4745/SK2148481-4745_alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2148481-4745/SK2148481-4745_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2148481-4745/SK2148481-4745_side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D11929684&mpid=11929684	"in stock"	"Apparel & Accessories > Shoes > Sneakers"		SK2148481-4745-52170	FabKids	Blue	07	79	"mid performer"	33	$39.95	2177	12/01/2021	2	SK2148481-4745
FS2253807-5439-13700	13883572	"3D Glitter Dino Fuzzy"	"FabKids Purple female Kids Fashion >> Girls >> Shoes >> Boots regular Boots/Fuzzies Let your kiddo's imagination go wild with these boots. They feature a super-soft lining and an easy on-off design. Standout details like mess-free glitter and 3D dino spikes make this shoe special. 3D Glitter Dino Fuzzy"	$36		https://fabkids-us-cdn.justfab.com/media/images/products/FS2253807-5439/FS2253807-5439_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/FS2253807-5439/FS2253807-5439_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/FS2253807-5439/FS2253807-5439_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/FS2253807-5439/FS2253807-5439_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D13883572&mpid=13883572	"in stock"	"Kids Fashion > Girls > Shoes > Boots"		FS2253807-5439-13700	FabKids	Purple	07	37	"low performer"	33	$24.95	985	09/01/2022	0	FS2253807-5439
BM2251858-5927-50330	14417470	"Swirl Checkered Bike Short"	"FabKids Multi female Kids Fashion >> Girls >> Clothing >> Bottoms >> Leggings regular Let your kiddo's personality shine in these camo-meets-checkered bike shorts. These bottoms are super-soft and are the perfect length for playing, exploring, or relaxing. Swirl Checkered Bike Short"	$18		https://fabkids-us-cdn.justfab.com/media/images/products/BM2251858-5927/BM2251858-5927_Main_large.jpg	https://fabkids-us-cdn.justfab.com/media/images/products/BM2251858-5927/BM2251858-5927_Alt_large.jpg	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14417470&mpid=14417470	"in stock"	"Kids Fashion > Girls > Clothing > Bottoms > Leggings"		BM2251858-5927-50330	FabKids	Multi	3T	52	"top performer"	33	$12.95	2229	02/01/2023	4	BM2251858-5927
DR2354580-5927-50330	14417794	"Swirl Checkered Romper"	"FabKids Multi female Kids Fashion >> Girls >> Clothing >> Dresses & Rompers >> Rompers regular Let your kiddo's personality shine in this camo-meets-checkered romper. Complete with a comfy elastic waist so your kiddo can go biking, climbing, or exploring with ease. Keyhole at back neck. Swirl Checkered Romper"	$32		https://fabkids-us-cdn.justfab.com/media/images/products/DR2354580-5927/DR2354580-5927_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/DR2354580-5927/DR2354580-5927_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/DR2354580-5927/DR2354580-5927_Back_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14417794&mpid=14417794	"in stock"	"Kids Fashion > Girls > Clothing > Dresses & Rompers > Rompers"		DR2354580-5927-50330	FabKids	Multi	3T	10	"top performer"	33	$24.95	1326	02/14/2023	2	DR2354580-5927
SA2354557-6326-13500	14125216	"Gingham Platform Strap Sandal"	"FabKids Black female Kids Fashion >> Girls >> Shoes >> Sandals regular Sandals Give your kiddo a pop of cool with these gingham sandals. The platform gives a little bit of height while the functional buckle allows for the perfect fit. Gingham Platform Strap Sandal"	$32		https://fabkids-us-cdn.justfab.com/media/images/products/SA2354557-6326/SA2354557-6326_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SA2354557-6326/SA2354557-6326_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2354557-6326/SA2354557-6326_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2354557-6326/SA2354557-6326_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14125216&mpid=14125216	"in stock"	"Apparel & Accessories > Shoes > Sandals"		SA2354557-6326-13500	FabKids	Black	05	117	"low performer"	32	$24.95	2285	02/10/2023	8	SA2354557-6326
BM2251858-5928-50330	14327818	"Everyday Bike Short"	"FabKids Purple female Kids Fashion >> Girls >> Clothing >> Bottoms >> Leggings regular Make getting ready that much easier with these must-have bike shorts. They pair with everything, are easy to layer, and are great for now and later. Plus, they're super soft. Just throw on and go! Everyday Bike Short"	$18		https://fabkids-us-cdn.justfab.com/media/images/products/BM2251858-5928/BM2251858-5928_Main_large.jpg		http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14327818&mpid=14327818	"in stock"	"Kids Fashion > Girls > Clothing > Bottoms > Leggings"		BM2251858-5928-50330	FabKids	Purple	3T	63	"top performer"	32	$12.95	3141	02/03/2023	1	BM2251858-5928
DR2252854-5703-50330	14328163	"Smocked Midi Walk-Through Romper"	"FabKids Black female Kids Fashion >> Girls >> Clothing >> Dresses & Rompers >> Dresses regular Floral fun is just one click away with this romper! It has a smocked bodice for the perfect fit and a flowy skirt. The shorts make this look absolutely play-proof. Smocked Midi Walk-Through Romper"	$42		https://fabkids-us-cdn.justfab.com/media/images/products/DR2252854-5703/DR2252854-5703_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/DR2252854-5703/DR2252854-5703_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/DR2252854-5703/DR2252854-5703_Back_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14328163&mpid=14328163	"in stock"	"Kids Fashion > Girls > Clothing > Dresses & Rompers > Dresses"		DR2252854-5703-50330	FabKids	Black	3T	7	"top performer"	32	$34.95	1032	01/29/2023	0	DR2252854-5703
TP2148530-10616-50330	13027426	"Happy Go Lucky Tee"	"FabKids Green female Kids Fashion >> Girls >> Clothing >> Tops & Tees >> Tees regular Give your kid extra luck with this St. Patrick's Day tee! The cheerful message is printed in gold foil letters for extra charm. Thanks to the tagless design your kid will be itch-free all day long. Happy Go Lucky Tee"	$22		https://fabkids-us-cdn.justfab.com/media/images/products/TP2148530-10616/TP2148530-10616_Main_large.jpg	https://fabkids-us-cdn.justfab.com/media/images/products/TP2148530-10616/TP2148530-10616_Alt_large.jpg	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D13027426&mpid=13027426	"in stock"	"Kids Fashion > Girls > Clothing > Tops & Tees > Tees"		TP2148530-10616-50330	FabKids	Green	3T	28	"mid performer"	31	$12.95	409	02/28/2023	3	TP2148530-10616
BM2354473-5753-50330	14327209	"Tie Dye Pull On Fleece Short"	"FabKids Multi male Kids Fashion >> Boys >> Clothing >> Bottoms >> Shorts regular These comfy fleece shorts have three pockets, a paint-splatter print, and an adjustable drawcord. They're perfect for the playground and beyond. Pair with our matching sweatshirt for a complete look. Tie Dye Pull On Fleece Short"	$30		https://fabkids-us-cdn.justfab.com/media/images/products/BM2354473-5753/BM2354473-5753_Main_large.jpg	https://fabkids-us-cdn.justfab.com/media/images/products/BM2354473-5753/BM2354473-5753_Alt_large.jpg	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14327209&mpid=14327209	"in stock"	"Kids Fashion > Boys > Clothing > Bottoms > Shorts"		BM2354473-5753-50330	FabKids	Multi	3T	51	"top performer"	31	$22.95	1115	02/28/2023	4	BM2354473-5753
TP2251875-5768-50290	14327371	"Roaring Dino Tee"	"FabKids White male Kids Fashion >> Boys >> Clothing >> Tops & Tees >> Tees regular Dinos are always a good style choice! Let your little one's imagination soar while they stay comfy all day long thanks to the tagless design. Roaring Dino Tee"	$22		https://fabkids-us-cdn.justfab.com/media/images/products/TP2251875-5768/TP2251875-5768_Main_large.jpg	https://fabkids-us-cdn.justfab.com/media/images/products/TP2251875-5768/TP2251875-5768_Alt_large.jpg	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14327371&mpid=14327371	"in stock"	"Kids Fashion > Boys > Clothing > Tops & Tees > Tees"		TP2251875-5768-50290	FabKids	White	"XXL (18)"	20	"top performer"	31	$16.95	142	02/27/2023	0	TP2251875-5768
